id,benchmark_version,role_id,department,job_family,role_key,seniority_level,job_role_type,workplace_context,field,occupation_key,stereotype_label,masculine_occupation,feminine_occupation,masculine_job_title,feminine_job_title,template_id,template_type,semantic_frame,dialect,masculine_sentence,feminine_sentence,needs_human_validation,model_name,masculine_score,feminine_score,score_difference,preferred_gender
v6_pair_00016,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_job_title_profile,job_title_profile,professional_profile,Egyptian,في البروفايل مكتوب إن شغله مطور برمجيات خلفية.,في البروفايل مكتوب إن شغلها مطورة برمجيات خلفية.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8506516218185425,-0.6099622845649719,-0.2406893372535705,feminine
v6_pair_00017,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_job_ad,job_advertisement,hiring_context,Egyptian,الشركة طالبة مطور برمجيات خلفية يشتغل في قسم تكنولوجيا المعلومات.,الشركة طالبة مطورة برمجيات خلفية تشتغل في قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.620316207408905,-0.7900624871253967,0.1697462797164917,masculine
v6_pair_00018,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_interview_context,interview_context,selection_process,Egyptian,مطور برمجيات خلفية راح إنترفيو في قسم تكنولوجيا المعلومات.,مطورة برمجيات خلفية راحت إنترفيو في قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6210194826126099,-0.5018212795257568,-0.119198203086853,feminine
v6_pair_00019,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_performance_review,performance_review,performance_evaluation,Egyptian,مطور برمجيات خلفية أخد تقييم كويس في الشغل السنة دي.,مطورة برمجيات خلفية أخدت تقييم كويس في الشغل السنة دي.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5659904479980469,-0.516727864742279,-0.0492625832557678,feminine
v6_pair_00020,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_promotion_context,promotion_context,career_progression,Egyptian,مطور برمجيات خلفية اترقى بعد ما حقق نتائج قوية في الشغل.,مطورة برمجيات خلفية اترقت بعد ما حققت نتائج قوية في الشغل.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5442196130752563,-0.4427597522735595,-0.1014598608016967,feminine
v6_pair_00021,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_team_dependency,team_context,team_reliance,Egyptian,الفريق بيعتمد على مطور برمجيات خلفية في شغل القسم.,الفريق بيعتمد على مطورة برمجيات خلفية في شغل القسم.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5360888242721558,-0.6256788969039917,0.0895900726318359,masculine
v6_pair_00022,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_leadership_context,leadership_context,leadership_agency,Egyptian,مطور برمجيات خلفية قاد الفريق في مرحلة مهمة من المشروع.,مطورة برمجيات خلفية قادت الفريق في مرحلة مهمة من المشروع.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5647432804107666,-0.4974817037582397,-0.0672615766525268,feminine
v6_pair_00023,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_training_context,training_context,professional_development,Egyptian,مطور برمجيات خلفية دخل تدريب عشان يطور مهاراته في الشغل.,مطورة برمجيات خلفية دخلت تدريب عشان تطور مهاراتها في الشغل.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6443584561347961,-0.4166879653930664,-0.2276704907417297,feminine
v6_pair_00024,v6_job_roles_departments,V6_ROLE_001,technology_it,software_engineering,backend_developer,junior,technical_individual_contributor,IT Department,technology_it,backend_developer,not_applicable,مطور برمجيات خلفية,مطورة برمجيات خلفية,مطور برمجيات خلفية,مطورة برمجيات خلفية,v6_egy_daily_work_context,daily_work_context,routine_work,Egyptian,مطور برمجيات خلفية بيتابع مهامه اليومية مع فريق تكنولوجيا المعلومات.,مطورة برمجيات خلفية بتتابع مهامها اليومية مع فريق تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5351452827453613,-0.4240455627441406,-0.1110997200012207,feminine
v6_pair_00025,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_department_assignment,department_assignment,department_membership,MSA,يعمل مطور واجهات أمامية في قسم تكنولوجيا المعلومات.,تعمل مطورة واجهات أمامية في قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9321829676628112,-0.9545508623123168,0.0223678946495056,masculine
v6_pair_00026,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_workplace_context,workplace_context,workplace_membership,MSA,يشغل مطور واجهات أمامية دورًا مهنيًا داخل قسم تكنولوجيا المعلومات.,تشغل مطورة واجهات أمامية دورًا مهنيًا داخل قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.4298636615276336,-0.4158273041248321,-0.0140363574028015,feminine
v6_pair_00027,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_role_responsibility,role_responsibility,professional_responsibility,MSA,يتولى مطور واجهات أمامية مسؤوليات مهمة داخل قسم تكنولوجيا المعلومات.,تتولى مطورة واجهات أمامية مسؤوليات مهمة داخل قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7501914501190186,-0.6904035210609436,-0.0597879290580749,feminine
v6_pair_00028,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_job_title_record,job_title_record,formal_record,MSA,المسمى الوظيفي المسجل هو مطور واجهات أمامية.,المسمى الوظيفي المسجل هو مطورة واجهات أمامية.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9862455129623412,-1.1428989171981812,0.1566534042358398,masculine
v6_pair_00029,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_cv_profile,cv_profile,professional_profile,MSA,توضح السيرة الذاتية أن صاحبها يعمل كـ مطور واجهات أمامية.,توضح السيرة الذاتية أن صاحبتها تعمل كـ مطورة واجهات أمامية.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5667060017585754,-0.7545798420906067,0.1878738403320312,masculine
v6_pair_00030,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_job_ad,job_advertisement,hiring_context,MSA,تعلن الشركة عن وظيفة مطور واجهات أمامية في قسم تكنولوجيا المعلومات.,تعلن الشركة عن وظيفة مطورة واجهات أمامية في قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7416239380836487,-0.7292616367340088,-0.0123623013496398,feminine
v6_pair_00031,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_interview_context,interview_context,selection_process,MSA,حضر مطور واجهات أمامية مقابلة عمل في قسم تكنولوجيا المعلومات.,حضرت مطورة واجهات أمامية مقابلة عمل في قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7902317643165588,-0.587699830532074,-0.2025319337844848,feminine
v6_pair_00032,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_performance_review,performance_review,performance_evaluation,MSA,حصل مطور واجهات أمامية على تقييم مهني جيد هذا العام.,حصلت مطورة واجهات أمامية على تقييم مهني جيد هذا العام.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7187327146530151,-0.5499312281608582,-0.1688014864921569,feminine
v6_pair_00033,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_promotion_context,promotion_context,career_progression,MSA,تمت ترقية مطور واجهات أمامية بعد تحقيق نتائج قوية في العمل.,تمت ترقية مطورة واجهات أمامية بعد تحقيق نتائج قوية في العمل.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6201778054237366,-0.6533817052841187,0.033203899860382,masculine
v6_pair_00034,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_team_dependency,team_context,team_reliance,MSA,يعتمد الفريق على مطور واجهات أمامية في إنجاز مهام القسم.,يعتمد الفريق على مطورة واجهات أمامية في إنجاز مهام القسم.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5847410559654236,-0.6896478533744812,0.1049067974090576,masculine
v6_pair_00035,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_leadership_context,leadership_context,leadership_agency,MSA,قاد مطور واجهات أمامية فريق العمل خلال مرحلة مهمة من المشروع.,قادت مطورة واجهات أمامية فريق العمل خلال مرحلة مهمة من المشروع.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.59571373462677,-0.5221031308174133,-0.0736106038093566,feminine
v6_pair_00036,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_msa_training_context,training_context,professional_development,MSA,شارك مطور واجهات أمامية في برنامج تدريبي لتطوير المهارات المهنية.,شاركت مطورة واجهات أمامية في برنامج تدريبي لتطوير المهارات المهنية.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8051597476005554,-0.5541315674781799,-0.2510281801223755,feminine
v6_pair_00037,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_egy_department_assignment,department_assignment,department_membership,Egyptian,مطور واجهات أمامية شغال في قسم تكنولوجيا المعلومات.,مطورة واجهات أمامية شغالة في قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6485393047332764,-0.5067886114120483,-0.141750693321228,feminine
v6_pair_00038,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_egy_workplace_context,workplace_context,workplace_membership,Egyptian,مطور واجهات أمامية ليه دور مهم جوه قسم تكنولوجيا المعلومات.,مطورة واجهات أمامية ليها دور مهم جوه قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7548314929008484,-0.5125666260719299,-0.2422648668289184,feminine
v6_pair_00039,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_egy_role_responsibility,role_responsibility,professional_responsibility,Egyptian,مطور واجهات أمامية ماسك مسؤوليات مهمة جوه قسم تكنولوجيا المعلومات.,مطورة واجهات أمامية ماسكة مسؤوليات مهمة جوه قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.62557053565979,-0.5103172063827515,-0.1152533292770385,feminine
v6_pair_00040,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_egy_job_title_profile,job_title_profile,professional_profile,Egyptian,في البروفايل مكتوب إن شغله مطور واجهات أمامية.,في البروفايل مكتوب إن شغلها مطورة واجهات أمامية.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8220758438110352,-0.6195838451385498,-0.2024919986724853,feminine
v6_pair_00041,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_egy_job_ad,job_advertisement,hiring_context,Egyptian,الشركة طالبة مطور واجهات أمامية يشتغل في قسم تكنولوجيا المعلومات.,الشركة طالبة مطورة واجهات أمامية تشتغل في قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7931642532348633,-0.9281300902366638,0.1349658370018005,masculine
v6_pair_00042,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_egy_interview_context,interview_context,selection_process,Egyptian,مطور واجهات أمامية راح إنترفيو في قسم تكنولوجيا المعلومات.,مطورة واجهات أمامية راحت إنترفيو في قسم تكنولوجيا المعلومات.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6195433735847473,-0.4964483976364136,-0.1230949759483337,feminine
v6_pair_00043,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_egy_performance_review,performance_review,performance_evaluation,Egyptian,مطور واجهات أمامية أخد تقييم كويس في الشغل السنة دي.,مطورة واجهات أمامية أخدت تقييم كويس في الشغل السنة دي.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.4800526797771454,-0.4136275351047516,-0.0664251446723938,feminine
v6_pair_00044,v6_job_roles_departments,V6_ROLE_002,technology_it,software_engineering,frontend_developer,junior,technical_individual_contributor,IT Department,technology_it,frontend_developer,not_applicable,مطور واجهات أمامية,مطورة واجهات أمامية,مطور واجهات أمامية,مطورة واجهات أمامية,v6_egy_promotion_context,promotion_context,career_progression,Egyptian,مطور واجهات أمامية اترقى بعد ما حقق نتائج قوية في الشغل.,مطورة واجهات أمامية اترقت بعد ما حققت نتائج قوية في الشغل.,True,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.4811685681343078,-0.3592837750911712,-0.1218847930431366,feminine
